Product Name,Prices,Category,Type,Image URL(s),Stock Quantity,Description,Product Buy Link,Size/Color Variants,Gender
Om Jewells RK1000333 Stone-Studded Wristband,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/DwQg/60e4a22faeb269a9e33a4d24/om_jewells_multicolored_rk1000333_stone-studded_wristband.jpg,351,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000333-stone-studded-wristband/p/462509400_multi,multi,Men
Om Jewells RK1000395 Radha Krishna Goddess Rakhi Bracelets,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/dI6y/60e4d159f997ddb3121e42eb/om_jewells_multicolor_rk1000395_radha_krishna_goddess_rakhi_bracelets.jpg,257,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000395-radha-krishna-goddess-rakhi-bracelets/p/462600036_multi,multi,Men
Oomph Graphic Print Cocktail Ring,₹2199,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20230727/jVKf/64c25663a9b42d15c9735156/oomph_silver-toned_%26_black_graphic_print_cocktail_ring.jpg,208,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-graphic-print-cocktail-ring/p/463729081_black,black,Men
Om Jewells RK1000393 Hanuman Goddess Rakhi Bracelets,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/DPNU/60e4d1b8f997ddb3121e4833/om_jewells_multicolor_rk1000393_hanuman_goddess_rakhi_bracelets.jpg,213,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000393-hanuman-goddess-rakhi-bracelets/p/462600030_multi,multi,Men
Om Jewells RK1000387 Om Pattern Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210708/Ejdq/60e622bbaeb269a9e33c6b96/om_jewells_multicolor_rk1000387_om_pattern_rakhi_bracelet.jpg,244,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000387-om-pattern-rakhi-bracelet/p/462607553_multi,multi,Men
Om Jewells RK1000320 Lord Ganesha Design Wristband,₹899,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20210707/mniq/60e4a22ff997ddb3121de296/om_jewells_multicolored_rk1000320_lord_ganesha_design_wristband.jpg,387,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/om-jewells-rk1000320-lord-ganesha-design-wristband/p/462509374_multi,multi,Men
Om Jewells RK1000332 Wristband with Pearl Accent,₹999,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/JnuA/60e4a22faeb269a9e33a4d25/om_jewells_multicolored_rk1000332_wristband_with_pearl_accent.jpg,327,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000332-wristband-with-pearl-accent/p/462509490_multi,multi,Men
Om Jewells RK1000390 Floral Pattern Beaded Rakhi,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/MOHa/60e4d13ef997ddb3121e4156/om_jewells_multicolor_rk1000390_floral_pattern_beaded_rakhi.jpg,301,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000390-floral-pattern-beaded-rakhi/p/462599940_multi,multi,Men
Om Jewells RK1000325 Peacock Design Stone-Studded Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210622/dx5e/60d13450aeb269a9e302a807/om_jewells_gold_rk1000325_peacock_design_stone-studded_bracelet.jpg,366,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000325-peacock-design-stone-studded-bracelet/p/462536665_gold,gold,Men
Om Jewells RK1000398 Stone-Studded Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210801/HN1A/61062f15aeb269a9e35c1698/om_jewells_multicolor_rk1000398_stone-studded_rakhi_bracelet.jpg,342,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000398-stone-studded-rakhi-bracelet/p/462599970_multi,multi,Men
Om Jewells RK1000319 Lord Ganesha Design Wristband,₹899,Clothing,Bracelets & Kadas,https://assets.ajio.com/medias/sys_master/root/20210707/afsJ/60e4a22faeb269a9e33a4d3a/om_jewells_multicolored_rk1000319_lord_ganesha_design_wristband.jpg,256,Stylish bracelet with sturdy clasp — adds edge to any casual or formal outfit.,https://www.ajio.com/om-jewells-rk1000319-lord-ganesha-design-wristband/p/462509439_multi,multi,Men
Om Jewells RK1000396 Beaded Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210708/GdkV/60e62031aeb269a9e33c45e9/om_jewells_multicolor_rk1000396_beaded_rakhi_bracelet.jpg,169,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000396-beaded-rakhi-bracelet/p/462607556_multi,multi,Men
Om Jewells RK1000330 Stone-Studded Rakhi Bracelet,₹999,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/kYPe/60e4a29faeb269a9e33a4da0/om_jewells_multicolored_rk1000330_stone-studded_rakhi_bracelet.jpg,299,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000330-stone-studded-rakhi-bracelet/p/462517485_multi,multi,Men
Fabula Women Studs Earring,₹2999,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root/20241126/XN7y/6745e61ac148fa1b30edb611/fabula_silver_women_studs_earring.jpg,163,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/fabula-women-studs-earring/p/700809528_multi,multi,Men
Oomph EOIS12-Silver-Plated American Diamond Stud Earrings,₹2099,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root/20230724/FdnC/64be7ce3eebac147fc8467df/oomph_silver-toned_eois12-silver-plated_american_diamond_stud_earrings.jpg,245,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-eois12-silver-plated-american-diamond-stud-earrings/p/466379962_silver,silver,Men
NVR Set of 2 Artificial Stones and Beads Rakhi,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/HJv5/67f4fa887a6cd4182fb43351/nvr_multi_set_of_2_artificial_stones_and_beads_rakhi.jpg,289,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-artificial-stones-and-beads-rakhi-/p/701426793_navy,navy,Men
SAZARA Men Classic Belt,₹1799,Clothing,Belts,https://assets.ajio.com/medias/sys_master/root/20250408/nkGz/67f5516b7a6cd4182fb65723/sazara_black_men_classic_belt.jpg,368,Sleek belt with premium buckle finish — a must-have accessory for a polished look.,https://www.ajio.com/sazara-men-classic-belt/p/701431086_black,black,Men
SAZARA Men Belt with Auto Lock Buckle Closure,₹1799,Clothing,Belts,https://assets.ajio.com/medias/sys_master/root/20250408/hEKO/67f4a5c355340d4b4fba9312/sazara_black_men_belt_with_auto_lock_buckle_closure.jpg,300,Sleek belt with premium buckle finish — a must-have accessory for a polished look.,https://www.ajio.com/sazara-men-belt-with-auto-lock-buckle-closure/p/701425844_black,black,Men
SAZARA Men Belt with Auto Lock Buckle Closure,₹1799,Clothing,Belts,https://assets.ajio.com/medias/sys_master/root/20250408/MTtu/67f451257a6cd4182fb26361/sazara_black_men_belt_with_auto_lock_buckle_closure.jpg,224,Sleek belt with premium buckle finish — a must-have accessory for a polished look.,https://www.ajio.com/sazara-men-belt-with-auto-lock-buckle-closure/p/701425828_black,black,Men
NVR Cartoon Character Artificial Beads Rakhi,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/MPpE/67f4fbcc55340d4b4fbc2fe0/nvr_multi_cartoon_character_artificial_beads_rakhi.jpg,361,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-cartoon-character-artificial-beads-rakhi-/p/701426826_peach,peach,Men
NVR Men Set of 10 Tie-Up Rakhi with Roli Chawal & Chocolates,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/tXof/67f5253f55340d4b4fbccb7a/nvr_red_men_set_of_10_tie-up_rakhi_with_roli_chawal_%26_chocolates.jpg,230,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-set-of-10-tie-up-rakhi-with-roli-chawal--chocolates/p/701426822_multi,multi,Men
FIXOCRA Men Pack of 3 Printed Trunks,₹2599,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/FxNp/68d14c3c3d468c61ab15934b/fixocra_multicoloured_men_pack_of_3_printed_trunks.jpg,340,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/fixocra-men-pack-of-3-printed-trunks/p/702293152_multi,multi,Men
Panicia Pack Of 4 Regular Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/6Uhz/68d13b908bfb9009ac22caaa/panicia_sea_green_pack_of_4_regular_trunks.jpg,312,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-4-regular-trunks/p/702295525_seagreen,seagreen,Men
Panicia Men Pack of 4 Printed Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250925/sGPa/68d532d93d468c61ab279289/panicia_black_men_pack_of_4_printed_trunks.jpg,374,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-men-pack-of-4-printed-trunks/p/702314491_black,black,Men
Om Jewells RK1000397 Beaded Rakhi Bracelet,₹899,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20210707/PlfU/60e4f99aaeb269a9e33ba824/om_jewells_multicolor_rk1000397_beaded_rakhi_bracelet.jpg,157,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/om-jewells-rk1000397-beaded-rakhi-bracelet/p/462599977_multi,multi,Men
Fabula Women Studs Earring,₹2599,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root/20241020/GGVN/671532aef9b8ef490bccc8d0/fabula_silver_women_studs_earring.jpg,368,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/fabula-women-studs-earring/p/700610944_silver,silver,Men
Oomph Women Silver Ring,₹2999,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20241119/Ay3c/673cbf9a0f47f80c87970ed9/oomph_silver_women_silver_ring.jpg,393,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-women-silver-ring/p/700778241_silver,silver,Men
NVR Set of 2 Artificial Stones and Beads Rakhi Set,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/yKF8/67f5260355340d4b4fbce8c0/nvr_blue__set_of_2_artificial_stones_and_beads_rakhi_set.jpg,214,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr--set-of-2-artificial-stones-and-beads-rakhi-set-/p/701426896_navy,navy,Men
SAZARA Men Classic Belt,₹1799,Clothing,Belts,https://assets.ajio.com/medias/sys_master/root/20250408/oZYs/67f550f87a6cd4182fb647a4/sazara_black_men_classic_belt.jpg,360,Sleek belt with premium buckle finish — a must-have accessory for a polished look.,https://www.ajio.com/sazara-men-classic-belt/p/701431076_black,black,Men
NVR Men Set of 4 Tie-Up Rakhi with Roli Chawal & Chocolates,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/lK2h/67f525017a6cd4182fb4f83e/nvr_red%2C_purple%2C_white%2C_pink_men_set_of_4_tie-up_rakhi_with_roli_chawal_%26_chocolates.jpg,249,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-set-of-4-tie-up-rakhi-with-roli-chawal--chocolates/p/701426821_multi,multi,Men
NVR Set of 2 Artificial Stones and Pearls Rakhi,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/CB48/67f4fa9e55340d4b4fbc0565/nvr_multi_set_of_2_artificial_stones_and_pearls_rakhi.jpg,176,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-artificial-stones-and-pearls-rakhi-/p/701426793_white,white,Men
NVR Set of 12 Artificial Stones and Beads Rakhi Set,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/o6e3/67f5252155340d4b4fbcc687/nvr_red__set_of_12_artificial_stones_and_beads_rakhi_set.jpg,163,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr--set-of-12-artificial-stones-and-beads-rakhi-set-/p/701426822_red,red,Men
NVR Micky Mouse Character Artificial Beads Thread Rakhi,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/7lO3/67f4fd4055340d4b4fbc6134/nvr_multi_micky_mouse_character_artificial_beads_thread_rakhi.jpg,216,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-micky-mouse-character-artificial-beads-thread-rakhi-/p/701426826_black,black,Men
Panicia Pack of 4 Nylon Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250206/cQaX/67a4925e2960820c4965c5a5/panicia_white_pack_of_4_nylon_trunks.jpg,346,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-4-nylon-trunks/p/701170664_multi,multi,Men
Panicia Pack of 4 Men Regular Trunks with Elasticated Waist,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250206/zINt/67a4a6892960820c49669aee/panicia_white_pack_of_4_men_regular_trunks_with_elasticated_waist.jpg,273,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-4-men-regular-trunks-with-elasticated-waist/p/701173197_multi,multi,Men
Panicia Men Nylon Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250205/Vmf2/67a3803c2960820c496395b8/panicia_white_men_nylon_trunks.jpg,389,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-men-nylon-trunks/p/701170212_multi,multi,Men
Panicia Pack of 4 Men Printed Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250207/E0gQ/67a5ccd3bc78b543a92b7ee2/panicia_white_pack_of_4_men_printed_trunks.jpg,335,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-4-men-printed-trunks/p/701176197_multi,multi,Men
Panicia Pack Of 2 Men Abstract Trunks with Elasticated Waist,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250206/cJ40/67a4925e2960820c4965c5a4/panicia_multicoloured_pack_of_2_men_abstract_trunks_with_elasticated_waist.jpg,279,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-pack-of-2-men-abstract-trunks-with-elasticated-waist/p/701170921_multi,multi,Men
Panicia Men Nylon Trunks,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250206/keR1/67a4d2992960820c4967aa44/panicia_white_men_nylon_trunks.jpg,270,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-men-nylon-trunks/p/701171909_multi,multi,Men
Oomph Men Classic Chain,₹2499,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root1/20250815/y3M1/689e454c8bfb9009ac851c9b/oomph_silver_men_classic_chain.jpg,314,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-classic-chain/p/702117254_silver,silver,Men
Fabula Men Set of 2 Silver-Plated Stud Earrings,₹2599,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250805/nUNY/6891ec1b8bfb9009ac618b1a/fabula_silver_men_set_of_2_silver-plated_stud_earrings.jpg,379,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/fabula-men-set-of-2-silver-plated-stud-earrings/p/702070935_silver,silver,Men
Fabula Men Set of 2 Silver-Plated Stud Earrings,₹2399,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250805/07MY/689200963d468c61ab4cfdf7/fabula_silver_men_set_of_2_silver-plated_stud_earrings.jpg,324,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/fabula-men-set-of-2-silver-plated-stud-earrings/p/702070895_silver,silver,Men
Oomph Men Classic Chain,₹2599,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root1/20250815/2cgu/689e457f3d468c61ab6ef436/oomph_silver_men_classic_chain.jpg,248,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/oomph-men-classic-chain/p/702117195_silver,silver,Men
Oomph Men Superman Logo Band Ring,₹2499,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root/20250714/6vRo/6875245de590ff066e530246/oomph_black_men_superman_logo_band_ring.jpg,278,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-men-superman-logo-band-ring/p/701947949_black,black,Men
Oomph Men Set of 2 Silver-Plated Cubic Zirconia-Studded Stud Earrings,₹2699,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250715/8sQb/68769a2a6034bf77f0a80512/oomph_silver-toned_men_set_of_2_silver-plated_cubic_zirconia-studded_stud_earrings.jpg,272,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-men-set-of-2-silver-plated-cubic-zirconia-studded-stud-earrings/p/701950978_silver,silver,Men
Oomph Men Set of 2 Silver-Plated Cubic Zirconia-Studded Stud Earrings,₹2699,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250715/gKkZ/68769d156034bf77f0a828f2/oomph_silver-toned_men_set_of_2_silver-plated_cubic_zirconia-studded_stud_earrings.jpg,283,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-men-set-of-2-silver-plated-cubic-zirconia-studded-stud-earrings/p/701950982_silver,silver,Men
Oomph Men Set of 3 Silver-Plated Cubic Zirconia-Studded Studs,₹2699,Clothing,Earrings,https://assets.ajio.com/medias/sys_master/root1/20250912/4SJB/68c44ff13d468c61abee2e7c/oomph_silver-toned_men_set_of_3_silver-plated_cubic_zirconia-studded_studs.jpg,317,Elegant silver-plated earrings with refined finish — perfect for everyday wear.,https://www.ajio.com/oomph-men-set-of-3-silver-plated-cubic-zirconia-studded-studs-/p/702250134_silver,silver,Men
Panicia Men Pack of 4 Trunks with Elasticated Waist,₹2399,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root/20250207/SP5M/67a58b6b2960820c496900d1/panicia_sky_men_pack_of_4_trunks_with_elasticated_waist.jpg,60,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/panicia-men-pack-of-4-trunks-with-elasticated-waist/p/701170454_aqua,aqua,Men
FIXOCRA Men Pack of 3 Printed Trunks,₹2599,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/8W5k/68d141f08bfb9009ac23a40a/fixocra_black_men_pack_of_3_printed_trunks.jpg,326,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/fixocra-men-pack-of-3-printed-trunks/p/702293152_black,black,Men
KOTTY Regular Fit Crew-Neck T-Shirt,₹1799,Clothing,Tshirts,https://assets.ajio.com/medias/sys_master/root/20240524/yGKf/665095eb16fd2c6e6a23b001/kotty_brown_regular_fit_crew-neck_t-shirt.jpg,205,Comfortable everyday tee with relaxed fit and soft breathable fabric — perfect for casual wear.,https://www.ajio.com/kotty-regular-fit-crew-neck-t-shirt/p/700009167_brown,brown,Men
Urban Hug Pack of 3 Printed Boxers,₹7299,Clothing,Boxers,https://assets.ajio.com/medias/sys_master/root/20210119/9pUd/6005d55daeb269698150a52a/urban_hug_assorted_pack_of_3_printed_boxers.jpg,259,Comfortable boxers in breathable fabric — ideal for everyday wear.,https://www.ajio.com/urban-hug-pack-of-3-printed-boxers/p/460788799_multi,multi,Men
FIXOCRA Men Pack of 3 Printed Trunks,₹2599,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/5ta1/68d14da98bfb9009ac25141a/fixocra_multicoloured_men_pack_of_3_printed_trunks.jpg,176,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/fixocra-men-pack-of-3-printed-trunks/p/702296308_multi,multi,Men
NVR Men Set of 2 Beaded Tie-Up & Lumba Rakhis,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250428/v6bS/680fb3e355340d4b4f02e167/nvr_gold_men_set_of_2_beaded_tie-up_%26_lumba_rakhis.jpg,395,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-set-of-2-beaded-tie-up--lumba-rakhis/p/701508149_red,red,Men
NVR Men Set of 2 Beaded Tie-Up & Lumba Rakhis,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250428/m06V/680fb43c7a6cd4182ffcf408/nvr_multicoloured_men_set_of_2_beaded_tie-up_%26_lumba_rakhis.jpg,378,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-set-of-2-beaded-tie-up--lumba-rakhis/p/701508096_multi,multi,Men
FIXOCRA Men Pack of 3 Printed Trunks,₹2599,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/EuGq/68d14d5c3d468c61ab15b4d7/fixocra_black_men_pack_of_3_printed_trunks.jpg,231,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/fixocra-men-pack-of-3-printed-trunks/p/702296308_black,black,Men
FIXOCRA Men Pack of 3 Printed Trunks,₹2599,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/ey7h/68d14b9e3d468c61ab1580bb/fixocra_blue_men_pack_of_3_printed_trunks.jpg,151,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/fixocra-men-pack-of-3-printed-trunks/p/702296315_blue,blue,Men
FIXOCRA Men Pack of 3 Printed Regular Trunks,₹2599,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250923/GPRq/68d1d1e88bfb9009ac26fcee/fixocra_multicoloured_men_pack_of_3_printed_regular_trunks.jpg,346,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/fixocra-men-pack-of-3-printed-regular-trunks/p/702299023_multi,multi,Men
FIXOCRA Men Pack of 3 Printed Trunks,₹2599,Clothing,Trunks,https://assets.ajio.com/medias/sys_master/root1/20250922/7dPJ/68d14b798bfb9009ac24cfb3/fixocra_sea_green_men_pack_of_3_printed_trunks.jpg,272,Comfortable regular-fit trunks in soft breathable fabric for all-day wear.,https://www.ajio.com/fixocra-men-pack-of-3-printed-trunks/p/702296315_seagreen,seagreen,Men
Marks & Spencer Pack of 3 Geometric Print Pure Cotton Boxers,₹9999,Clothing,Boxers,https://assets.ajio.com/medias/sys_master/root/20240229/bczx/65e0a4e805ac7d77bb8a1e0e/marks_%26_spencer_navy_blue_pack_of_3_geometric_print_pure_cotton_boxers.jpg,363,Comfortable boxers in breathable fabric — ideal for everyday wear.,https://www.ajio.com/marks--spencer-pack-of-3-geometric-print-pure-cotton-boxers/p/469597696_darknavy,darknavy,Men
NVR Set of 2 Beaded Rakhis Set,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250412/a1Cz/67f9986d55340d4b4fcc2814/nvr_pink_set_of_2_beaded_rakhis_set.jpg,347,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-beaded-rakhis-set/p/701426743_pink,pink,Men
NVR Men Set of 2 Rakhis with Roli Chawal & Chocolates,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/JuzR/67f4fde755340d4b4fbc76ba/nvr_blue_men_set_of_2_rakhis_with_roli_chawal_%26_chocolates.jpg,152,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-men-set-of-2-rakhis-with-roli-chawal--chocolates/p/701426743_turquoise,turquoise,Men
NVR Set of 2 Beaded Rakhis Set,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250412/QRBL/67f9985955340d4b4fcc2579/nvr_multicoloured_set_of_2_beaded_rakhis_set.jpg,326,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr-set-of-2-beaded-rakhis-set/p/701426743_brown,brown,Men
NVR Set of 2 Artificial Stones and Beads Rakhi Set,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250408/UGRq/67f4fe067a6cd4182fb4b4e2/nvr_blue__set_of_2_artificial_stones_and_beads_rakhi_set.jpg,237,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr--set-of-2-artificial-stones-and-beads-rakhi-set-/p/701426743_teal,teal,Men
Fabula Men Beaded Classic Chain,₹2399,Clothing,Chains,https://assets.ajio.com/medias/sys_master/root/20250714/IzY5/687525b1e590ff066e530bb3/fabula_black_men_beaded_classic_chain.jpg,160,Lightweight plated chain with smooth clasp closure — ideal for daily wear.,https://www.ajio.com/fabula-men-beaded-classic-chain/p/701945871_black,black,Men
Oomph Men Cocktail Ring,₹2499,Clothing,Rings,https://assets.ajio.com/medias/sys_master/root1/20250716/3lIw/6876c2c56034bf77f0ad42a7/oomph_gold_men_cocktail_ring.jpg,304,Statement ring with unique design — a standout accessory for any look.,https://www.ajio.com/oomph-men-cocktail-ring/p/701953999_gold,gold,Men
NVR Artificial Beads Set of 2 Bhaiya Bhabhi Rakhi With Roli Chawal & Chocolate,₹2399,Clothing,Rakhis,https://assets.ajio.com/medias/sys_master/root/20250409/TRe6/67f57b397a6cd4182fb6e706/nvr_multi__artificial_beads_set_of_2_bhaiya_bhabhi_rakhi_with_roli_chawal_%26_chocolate.jpg,254,Beautiful rakhi crafted with care — perfect for celebrating the special bond of siblings.,https://www.ajio.com/nvr--artificial-beads-set-of-2-bhaiya-bhabhi-rakhi-with-roli-chawal--chocolate/p/701426743_white,white,Men
Urban Hug Pack of 3 Printed Boxers with Elasticated Waist,₹7299,Clothing,Boxers,https://assets.ajio.com/medias/sys_master/root/20210316/XOfI/6050cb0eaeb269698187eb20/urban_hug_multicoloured_pack_of_3_printed_boxers_with_elasticated_waist.jpg,165,Comfortable boxers in breathable fabric — ideal for everyday wear.,https://www.ajio.com/urban-hug-pack-of-3-printed-boxers-with-elasticated-waist/p/460788771_multi,multi,Men
